html_path,title,destination,words,status
proof-explorer\mda-scorecards\PI_MDA-052-individual-recovery.html,Paper Intelligence: MDA-052-individual-recovery,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-052-individual-recovery.md,258,content
proof-explorer\mda-scorecards\PI_MDA-053-the-question.html,Paper Intelligence: MDA-053-the-question,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-053-the-question.md,263,content
proof-explorer\mda-scorecards\PI_MDA-054-way-back.html,Paper Intelligence: MDA-054-way-back,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-054-way-back.md,262,content
proof-explorer\mda-scorecards\PI_MDA-900-appendix-original-introduction.html,Paper Intelligence: MDA-900-appendix-original-introduction,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-900-appendix-original-introduction.md,262,content
proof-explorer\mda-scorecards\PI_MDA-901-appendix-america-index.html,Paper Intelligence: MDA-901-appendix-america-index,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-901-appendix-america-index.md,267,content
proof-explorer\mda-scorecards\PI_MDA-902-appendix-trans-domain-analysis.html,Paper Intelligence: MDA-902-appendix-trans-domain-analysis,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-902-appendix-trans-domain-analysis.md,259,content
proof-explorer\mda-scorecards\PI_MDA-903-appendix-series-home.html,Paper Intelligence: MDA-903-appendix-series-home,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-903-appendix-series-home.md,267,content
proof-explorer\mda-scorecards\PI_MDA-904-appendix-sample.html,Paper Intelligence: MDA-904-appendix-sample,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-904-appendix-sample.md,258,content
proof-explorer\mda-scorecards\PI_MDA-905-appendix-timeline.html,Paper Intelligence: MDA-905-appendix-timeline,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-905-appendix-timeline.md,251,content
proof-explorer\mda-scorecards\PI_MDA-906-appendix-93-year-floor.html,Paper Intelligence: MDA-906-appendix-93-year-floor,production-vault\ripped-md\proof-explorer\mda-scorecards\PI_MDA-906-appendix-93-year-floor.md,271,content
redirects\image-registry.html,Redirecting to Media Library…,production-vault\ripped-md\redirects\image-registry.md,32,redirect
redirects\master-equation-explorer.html,Redirecting to Equation Explorer…,production-vault\ripped-md\redirects\master-equation-explorer.md,32,redirect
redirects\theophysics-glossary.html,Redirecting to Glossary…,production-vault\ripped-md\redirects\theophysics-glossary.md,31,redirect
revolution-of-truth\drv-00-the-argument.html,De Revolutionibus Veritatis | The Argument in One Page,production-vault\ripped-md\revolution-of-truth\drv-00-the-argument.md,4493,content
revolution-of-truth\drv-01-the-architecture.html,De Revolutionibus Veritatis | Book I: The Architecture,production-vault\ripped-md\revolution-of-truth\drv-01-the-architecture.md,5816,content
revolution-of-truth\drv-02-the-lock.html,De Revolutionibus Veritatis | Book II: The Lock,production-vault\ripped-md\revolution-of-truth\drv-02-the-lock.md,3179,content
revolution-of-truth\drv-03-the-cost-of-denial.html,De Revolutionibus Veritatis | Book III: The Cost of Denial,production-vault\ripped-md\revolution-of-truth\drv-03-the-cost-of-denial.md,2695,content
revolution-of-truth\drv-04-the-key.html,De Revolutionibus Veritatis | Book IV: The Key,production-vault\ripped-md\revolution-of-truth\drv-04-the-key.md,4563,content
revolution-of-truth\drv-06-the-cycle.html,De Revolutionibus Veritatis | Book VI: The Cycle,production-vault\ripped-md\revolution-of-truth\drv-06-the-cycle.md,4481,content
revolution-of-truth\index.html,De Revolutionibus Veritatis | On the Revolutions of Truth,production-vault\ripped-md\revolution-of-truth\index.md,546,content
rigor\index.html,Rigor — Theophysics Measurement Framework,production-vault\ripped-md\rigor\index.md,412,content
the-bidirectional-audit\index.html,The Bidirectional — Theophysics,production-vault\ripped-md\the-bidirectional-audit\index.md,149,content
the-bidirectional-audit\tba-01-the-bidirectional.html,The Bidirectional — TBA-01 — Theophysics,production-vault\ripped-md\the-bidirectional-audit\tba-01-the-bidirectional.md,2264,content
the-bilateral-audit-lean4.html,The Lean 4 Evidence Layer — Bilateral Audit Amendment,production-vault\ripped-md\the-bilateral-audit-lean4.md,1860,content
the-bilateral-audit.html,The Bilateral Audit — Theophysics Research Initiative,production-vault\ripped-md\the-bilateral-audit.md,1905,content
theophysics-glossary.html,Redirecting to Glossary…,production-vault\ripped-md\theophysics-glossary.md,30,redirect
three-gates\the-three-gates.html,The Three Gates — Prerequisite Framework for TikTok Apologetics,production-vault\ripped-md\three-gates\the-three-gates.md,2796,content
three-truths\biology.html,Your Body Already Knows — Coherence in Biology,production-vault\ripped-md\three-truths\biology.md,759,content
three-truths\entropy.html,The Second Law — Everything Dies (Unless...),production-vault\ripped-md\three-truths\entropy.md,794,content
three-truths\finetuning.html,The Fine-Tuning Numbers — You Can't Get Lucky 10¹⁰¹²³ Times,production-vault\ripped-md\three-truths\finetuning.md,896,content
three-truths\godel.html,Gödel's Incompleteness — In Plain Language,production-vault\ripped-md\three-truths\godel.md,1013,content
three-truths\hubble.html,The Hubble Tension — The 5σ Crack in the Foundation,production-vault\ripped-md\three-truths\hubble.md,727,content
three-truths\index.html,The Unavoidable Conclusion,production-vault\ripped-md\three-truths\index.md,1135,content
three-truths\inversion.html,The Great Inversion — How Right and Wrong Got Switched,production-vault\ripped-md\three-truths\inversion.md,966,content
three-truths\irony.html,The Divine Irony — Gödel's Gift,production-vault\ripped-md\three-truths\irony.md,975,content
three-truths\landauer.html,Landauer's Principle — Thought Costs Energy,production-vault\ripped-md\three-truths\landauer.md,560,content
three-truths\prayer.html,When the System Asks Its Ground — The Physics of Prayer,production-vault\ripped-md\three-truths\prayer.md,872,content
three-truths\propcosmos.html,PROP-COSMOS — 11 for 11 at 5.7σ,production-vault\ripped-md\three-truths\propcosmos.md,719,content
three-truths\terminus.html,Terminus Sui — The Five Proofs of Incompleteness,production-vault\ripped-md\three-truths\terminus.md,316,content
three-truths\triad.html,The Triad — Three Lines. No Escape.,production-vault\ripped-md\three-truths\triad.md,1298,content
